name_contract_type,code_gender,flag_own_car,flag_own_realty,cnt_children,amt_income_total,amt_credit,amt_annuity,amt_goods_price,name_type_suite,name_income_type,name_education_type,name_family_status,name_housing_type,region_population_relative,days_birth,days_employed,days_registration,days_id_publish,flag_emp_phone,flag_work_phone,flag_cont_mobile,flag_phone,cnt_fam_members,region_rating_client,region_rating_client_w_city
1,1,1,1,0,360000.0,1506816.0,49927.5,1350000.0,4,7,2,5,2,0.010006000000000001,-18264,-9523,-5504.0,-1797,1,2,1,2,2.0,2,2
2,2,2,1,0,54000.0,135000.0,6750.0,135000.0,4,1,5,5,2,0.014519999999999996,-12406,-1176,-1149.0,-2576,1,2,2,2,2.0,2,2
1,1,1,1,1,540000.0,675000.0,34596.0,675000.0,4,8,5,5,2,0.026392000000000002,-18632,-6977,-3904.0,-1937,1,2,1,1,3.0,2,2
1,1,1,2,0,76500.0,454500.0,14661.0,454500.0,4,7,2,5,2,0.028663,-12282,-778,-1824.0,-1992,1,1,1,2,2.0,2,2
1,2,2,1,2,225000.0,314055.0,16164.0,238500.0,4,8,5,5,2,0.006629,-10473,-1392,-2025.0,-1240,1,2,1,2,4.0,2,2
1,1,1,2,0,81000.0,675000.0,32472.0,675000.0,4,3,2,5,2,0.010006000000000001,-18611,365243,-6936.0,-2142,2,2,1,1,2.0,2,2
1,2,2,1,0,180000.0,837427.5,45558.0,666000.0,4,7,5,5,2,0.022625,-12955,-4106,-7054.0,-5164,1,2,1,1,2.0,2,2
1,2,2,2,0,67500.0,298728.0,15381.0,202500.0,5,3,2,4,5,0.019101,-21621,365243,-2019.0,-1344,2,2,1,2,1.0,2,2
2,1,2,1,0,81000.0,247500.0,12375.0,247500.0,4,7,2,5,2,0.031329,-18248,-2351,-4375.0,-1721,1,1,1,1,2.0,2,2
1,1,1,1,1,360000.0,640458.0,27265.5,517500.0,4,7,2,6,2,0.00733,-14186,-1743,-2128.0,-4982,1,2,1,2,2.0,2,2
1,1,1,1,0,540000.0,1227901.5,46899.0,1129500.0,4,7,5,3,2,0.032561,-20544,-2091,-6846.0,-566,1,1,1,2,1.0,1,1
1,2,2,1,0,180000.0,1663987.5,86989.5,1588500.0,5,8,2,5,2,0.018801,-20121,-2446,-6755.0,-2177,1,2,1,2,2.0,2,2
1,1,2,2,0,180000.0,1080000.0,44118.0,1080000.0,4,7,3,4,6,0.010006000000000001,-7907,-1324,-4557.0,-586,1,2,1,2,1.0,2,1
1,1,1,1,0,324000.0,1130760.0,40189.5,810000.0,4,3,5,2,2,0.01885,-22843,365243,-1042.0,-3967,2,2,1,2,2.0,2,2
1,2,2,2,0,112500.0,95940.0,10462.5,90000.0,5,7,5,4,2,0.00496,-12240,-3720,-5246.0,-4541,1,2,1,2,1.0,2,2
1,1,1,2,0,180000.0,315000.0,9679.5,315000.0,,8,2,5,2,0.028663,-13866,-2546,-5448.0,-4097,1,2,1,2,2.0,2,2
1,1,2,1,0,180000.0,1256400.0,40657.5,900000.0,4,8,2,4,2,0.072508,-12049,-579,-6105.0,-1,1,2,1,2,1.0,1,1
1,2,1,1,0,180000.0,1035000.0,43983.0,1035000.0,4,1,5,5,2,0.028663,-19550,-4856,-6836.0,-3084,1,2,1,2,2.0,2,2
2,1,2,1,0,225000.0,270000.0,13500.0,270000.0,4,7,2,6,5,0.00733,-15359,-114,-5076.0,-2922,1,2,1,2,1.0,2,2
2,2,2,2,1,157500.0,450000.0,22500.0,450000.0,4,8,2,2,2,0.010966,-11956,-3154,-8118.0,-4143,1,2,1,2,3.0,2,2
1,1,1,2,0,180000.0,450000.0,21109.5,450000.0,4,8,2,2,2,0.014519999999999996,-10848,-121,-4809.0,-3494,1,2,1,2,2.0,2,2
1,1,2,2,2,180000.0,450000.0,21109.5,450000.0,4,8,5,5,2,0.01885,-12009,-2844,-1377.0,-3656,1,1,1,1,4.0,2,2
1,1,1,1,0,103500.0,573628.5,24435.0,463500.0,4,7,2,5,2,0.009656999999999999,-15406,-892,-341.0,-4176,1,2,1,2,2.0,2,2
1,1,2,1,2,225000.0,495351.0,26140.5,459000.0,4,7,2,6,2,0.02461,-14860,-1156,-23.0,-1072,1,2,1,2,3.0,2,2
1,1,2,1,1,157500.0,755190.0,28894.5,675000.0,4,7,2,5,2,0.016612000000000002,-11187,-2224,-3253.0,-3723,1,1,1,2,3.0,2,2
1,2,2,1,1,135000.0,675000.0,21775.5,675000.0,4,8,5,3,2,0.019101,-14264,-2492,-4327.0,-4517,1,2,1,2,2.0,2,2
1,2,2,1,1,202500.0,1288350.0,37800.0,1125000.0,4,7,2,5,2,0.003069,-17542,-2011,-1529.0,-988,1,2,1,2,3.0,3,3
2,2,2,2,0,112500.0,135000.0,6750.0,135000.0,4,8,5,5,2,0.0228,-19467,-4066,-4623.0,-2975,1,2,1,2,2.0,2,2
1,1,2,1,0,135000.0,337761.0,15781.5,256500.0,4,7,2,2,2,0.025164,-9666,-2811,-4437.0,-2342,1,2,1,1,2.0,2,2
1,2,2,1,1,94500.0,585000.0,28273.5,585000.0,4,7,2,5,2,0.028663,-18253,-721,-1701.0,-1779,1,2,1,1,3.0,2,2
1,2,2,1,0,108000.0,113760.0,5301.0,90000.0,4,3,5,4,2,0.030755,-22935,365243,-12623.0,-3442,2,2,1,2,1.0,2,2
2,2,2,1,2,67500.0,135000.0,6750.0,135000.0,4,7,2,5,2,0.020246,-18693,-1434,-10255.0,-2241,1,2,1,1,4.0,3,3
1,2,2,1,0,81000.0,252000.0,14593.5,252000.0,4,3,2,5,2,0.028663,-24794,365243,-5391.0,-4199,2,2,1,2,2.0,2,2
1,1,1,1,0,157500.0,760225.5,30280.5,679500.0,4,7,2,5,2,0.035792000000000004,-17527,-2442,-3500.0,-983,1,2,1,2,2.0,2,2
2,1,1,2,0,225000.0,270000.0,13500.0,270000.0,4,7,2,2,2,0.01885,-17390,-924,-7211.0,-907,1,2,1,2,2.0,2,2
1,2,2,1,0,360000.0,733315.5,41076.0,679500.0,4,3,2,6,2,0.009175,-23032,365243,-9506.0,-793,2,2,1,2,1.0,2,2
1,1,1,1,2,202500.0,796396.5,38443.5,643500.0,4,7,5,5,2,0.008019,-15909,-1094,-3134.0,-4180,1,2,1,2,4.0,2,2
1,2,1,1,0,202500.0,343377.0,22072.5,283500.0,4,1,5,4,2,0.072508,-18138,-969,-7421.0,-1681,1,2,1,2,1.0,1,1
1,2,2,2,1,126000.0,327024.0,10264.5,270000.0,4,7,2,4,2,0.02461,-14321,-192,-6913.0,-5942,1,2,1,1,2.0,2,2
1,2,2,1,0,72000.0,450000.0,16965.0,450000.0,4,7,2,5,2,0.009175,-21112,-1694,-6057.0,-4013,1,1,1,2,2.0,2,2
1,2,2,1,0,90000.0,547344.0,30690.0,472500.0,4,7,2,5,2,0.022625,-18556,-862,-6769.0,-2045,1,2,1,1,2.0,2,2
1,2,2,1,0,193500.0,225000.0,23755.5,225000.0,4,7,2,5,2,0.031329,-19810,-8862,-4493.0,-3043,1,1,1,1,2.0,2,2
1,2,2,1,3,171000.0,545040.0,31288.5,450000.0,4,7,2,5,2,0.006629,-12780,-1415,-5146.0,-870,1,1,1,1,5.0,2,2
1,1,1,1,3,135000.0,373140.0,25065.0,337500.0,4,8,2,5,2,0.035792000000000004,-10744,-741,-442.0,-2381,1,2,1,2,5.0,2,2
1,2,1,2,1,112500.0,862560.0,27954.0,720000.0,4,8,2,5,6,0.0228,-10485,-1249,-4628.0,-3110,1,2,1,2,3.0,2,2
1,1,1,1,0,315000.0,953460.0,64107.0,900000.0,5,8,3,4,6,0.030755,-10199,-2015,-4802.0,-1038,1,2,1,2,1.0,2,2
1,1,1,2,0,76500.0,135000.0,6696.0,135000.0,4,7,2,4,2,0.028663,-15137,-7980,-9176.0,-4576,1,1,1,2,1.0,2,2
1,2,2,1,0,135000.0,284400.0,22599.0,225000.0,4,8,5,4,2,0.030755,-10734,-693,-7913.0,-1362,1,2,1,2,1.0,2,2
1,2,2,2,0,90000.0,315000.0,14683.5,315000.0,7,7,2,5,2,0.028663,-15371,-367,-3071.0,-4211,1,1,1,1,2.0,2,2
1,2,2,1,0,243000.0,900000.0,32017.5,900000.0,4,7,5,5,2,0.010006000000000001,-14751,-6737,-3390.0,-4788,1,2,1,2,2.0,2,1
1,2,2,1,0,90000.0,675000.0,26541.0,675000.0,4,3,2,3,2,0.026392000000000002,-22471,365243,-217.0,-4323,2,2,1,2,1.0,2,2
2,2,2,1,0,54000.0,180000.0,9000.0,180000.0,4,7,2,5,2,0.015221,-11142,-2419,-4987.0,-467,1,2,1,2,2.0,2,2
1,2,2,2,0,135000.0,781920.0,28215.0,675000.0,4,7,5,5,2,0.019688999999999998,-9650,-2953,-4329.0,-367,1,1,1,2,2.0,2,2
1,1,2,1,0,126000.0,787131.0,26145.0,679500.0,4,7,2,5,6,0.018209,-16798,-669,-9388.0,-347,1,1,1,1,2.0,3,3
1,2,2,2,1,76500.0,808650.0,26217.0,675000.0,4,8,5,5,6,0.0228,-10954,-2469,-550.0,-596,1,2,1,1,3.0,2,2
1,2,2,2,0,103500.0,675000.0,19737.0,675000.0,4,7,2,3,2,0.020246,-23719,-8466,-3917.0,-4036,1,1,1,2,1.0,3,3
1,1,2,1,0,225000.0,448272.0,28647.0,396000.0,4,3,2,3,2,0.072508,-24051,365243,-7040.0,-4053,2,2,1,1,1.0,1,1
1,2,2,2,0,126000.0,263686.5,26208.0,238500.0,4,3,2,5,2,0.009549,-21613,365243,-2376.0,-2434,2,2,1,1,2.0,2,2
2,1,2,1,2,135000.0,180000.0,9000.0,180000.0,5,7,2,5,2,0.04622,-12900,-782,-2124.0,-3888,1,1,1,2,4.0,1,1
1,1,2,1,0,112500.0,52128.0,5341.5,45000.0,4,3,2,5,2,0.02461,-21341,365243,-10150.0,-1403,2,2,1,1,2.0,2,2
2,2,1,1,1,85500.0,135000.0,6750.0,135000.0,4,7,5,5,2,0.018029,-9415,-225,-4066.0,-2104,1,2,2,2,3.0,3,2
1,2,2,1,1,157500.0,723996.0,30802.5,585000.0,4,8,3,6,2,0.007273999999999998,-10526,-267,-387.0,-3190,1,2,1,1,2.0,2,2
1,2,2,1,0,270000.0,891072.0,45625.5,720000.0,4,8,2,4,2,0.072508,-13830,-1169,-7953.0,-4802,1,2,1,2,1.0,1,1
1,2,2,1,0,202500.0,1136439.0,73611.0,1089000.0,4,8,2,3,2,0.032561,-23656,-968,-14666.0,-4456,1,2,1,1,1.0,1,1
1,2,2,2,0,67500.0,384048.0,18810.0,270000.0,4,7,2,2,6,0.002134,-9207,-1043,-4069.0,-1882,1,2,1,2,2.0,3,3
2,2,2,2,0,202500.0,180000.0,9000.0,180000.0,4,8,2,5,2,0.018634,-10085,-465,-9649.0,-1666,1,2,2,2,2.0,2,2
1,1,2,1,0,135000.0,391194.0,26271.0,319500.0,4,8,2,5,2,0.00733,-19829,-215,-4730.0,-3368,1,2,1,2,2.0,2,2
1,1,1,2,1,157500.0,1571931.0,49356.0,1435500.0,4,1,2,5,2,0.04622,-15949,-239,-1146.0,-4321,1,2,1,1,3.0,1,1
1,2,1,1,0,225000.0,891072.0,45625.5,720000.0,5,3,2,5,2,0.020246,-20284,365243,-1990.0,-2556,2,2,1,2,2.0,3,3
1,1,1,2,0,135000.0,824823.0,29223.0,688500.0,4,3,5,5,2,0.04622,-14339,365243,-1104.0,-4620,2,2,1,2,2.0,1,1
1,2,2,2,1,157500.0,302341.5,24016.5,261000.0,5,7,2,5,2,0.010276,-13286,-2305,-6685.0,-4955,1,2,1,2,3.0,2,2
2,2,2,2,0,157500.0,675000.0,33750.0,675000.0,4,8,5,5,2,0.030755,-9223,-802,-4067.0,-505,1,2,1,2,2.0,2,2
1,1,1,1,1,360000.0,579195.0,27994.5,468000.0,7,1,5,2,2,0.018801,-13379,-5387,-6869.0,-4540,1,2,1,2,3.0,2,2
2,1,2,1,0,162000.0,270000.0,13500.0,270000.0,4,1,5,5,2,0.035792000000000004,-22881,-3420,-1481.0,-4802,1,2,1,2,2.0,2,2
1,2,2,2,0,112500.0,535500.0,30028.5,535500.0,4,7,2,6,2,0.028663,-16759,-4560,-3079.0,-296,1,2,1,2,1.0,2,2
1,2,1,1,1,202500.0,260725.5,16789.5,198000.0,5,7,2,6,2,0.01885,-16282,-4375,-762.0,-1494,1,2,1,2,2.0,2,2
1,1,1,1,0,117000.0,327024.0,12456.0,270000.0,4,3,2,5,2,0.00733,-22959,365243,-1730.0,-4047,2,2,1,2,2.0,2,2
1,2,2,1,1,135000.0,518562.0,22099.5,463500.0,4,7,2,5,2,0.0038130000000000004,-16142,-2832,-3440.0,-3970,1,2,1,2,3.0,2,2
1,2,2,1,0,247500.0,755190.0,36459.0,675000.0,5,8,2,5,2,0.008575,-16340,-8647,-4182.0,-4259,1,2,1,2,2.0,2,2
1,1,1,2,0,171000.0,539590.5,26374.5,445500.0,5,7,2,5,2,0.030755,-9203,-481,-1642.0,-1639,1,2,1,2,2.0,2,2
1,1,2,2,0,135000.0,182016.0,11772.0,144000.0,4,8,5,4,2,0.019101,-16522,-1451,-4101.0,-66,1,2,1,2,1.0,2,2
1,2,2,1,0,157500.0,254412.0,9720.0,166500.0,4,7,2,5,5,0.010032,-16083,-2764,-7358.0,-4654,1,2,1,2,2.0,2,2
1,1,1,1,0,202500.0,1107981.0,32526.0,967500.0,5,7,2,5,2,0.031329,-18413,-1895,-10826.0,-1947,1,2,1,2,2.0,2,2
2,1,2,2,0,144000.0,180000.0,9000.0,180000.0,7,7,2,5,2,0.030755,-12157,-2995,-4055.0,-267,1,2,1,2,2.0,2,2
1,1,2,2,0,157500.0,675000.0,21906.0,675000.0,4,7,2,5,2,0.015221,-11944,-2899,-5812.0,-2722,1,1,1,1,2.0,2,2
1,2,1,2,2,157500.0,945000.0,39127.5,945000.0,5,8,2,5,6,0.018209,-14235,-5411,-2248.0,-5376,1,2,1,2,4.0,3,3
1,1,2,1,0,180000.0,1755000.0,61132.5,1755000.0,4,7,2,5,2,0.014519999999999996,-16086,-1549,-3174.0,-4584,1,2,1,2,2.0,2,2
1,1,2,2,0,180000.0,590337.0,27486.0,477000.0,4,8,3,5,2,0.0228,-12348,-1821,-1909.0,-4800,1,2,1,1,2.0,2,2
1,2,2,1,0,225000.0,1515415.5,41800.5,1354500.0,4,8,2,5,2,0.0038179999999999998,-14645,-4027,-7154.0,-1969,1,1,1,1,2.0,2,2
1,1,2,1,0,292500.0,675000.0,36747.0,675000.0,4,7,5,5,2,0.035792000000000004,-16667,-200,-5239.0,-114,1,1,1,1,2.0,2,2
1,2,2,1,0,90000.0,370629.0,13972.5,306000.0,5,8,2,5,2,0.007120000000000001,-16219,-2599,-9329.0,-4325,1,2,1,2,2.0,2,2
1,2,2,1,0,112500.0,547344.0,18216.0,472500.0,5,3,2,4,2,0.020246,-21061,365243,-5439.0,-4488,2,2,1,2,1.0,3,3
1,2,2,1,0,130500.0,550489.5,19773.0,454500.0,4,7,5,6,2,0.018209,-19718,-5717,-8940.0,-3200,1,1,1,1,1.0,3,3
1,2,1,2,1,450000.0,407434.5,43362.0,387000.0,4,8,5,2,2,0.0105,-16097,-2630,-110.0,-3852,1,2,1,2,3.0,3,3
1,2,1,1,0,175500.0,1293502.5,35568.0,1129500.0,5,3,2,5,2,0.01885,-21961,365243,-8887.0,-4379,2,2,1,1,2.0,2,2
1,2,2,1,3,58500.0,152820.0,15241.5,135000.0,4,7,2,5,5,0.025164,-14359,-1894,-2908.0,-4480,1,1,1,2,5.0,2,2
1,2,2,1,0,180000.0,427500.0,46170.0,427500.0,4,8,2,2,2,0.026392000000000002,-15127,-1039,-4221.0,-652,1,2,1,1,2.0,2,2
1,2,2,2,0,117000.0,781920.0,26725.5,675000.0,4,7,5,4,2,0.02461,-11633,-2596,-5430.0,-3851,1,2,1,1,1.0,2,2
2,2,2,1,2,180000.0,225000.0,11250.0,225000.0,7,7,3,5,5,0.032561,-14597,-1997,-8491.0,-3681,1,1,1,1,4.0,1,1
1,2,2,1,1,202500.0,1251072.0,45067.5,1080000.0,4,7,2,2,2,0.010147,-16296,-266,-164.0,-4568,1,2,1,2,3.0,2,2
1,2,2,1,0,135000.0,1078200.0,31653.0,900000.0,4,7,2,5,2,0.010006000000000001,-17682,-4319,-2630.0,-1211,1,2,1,1,2.0,2,2
1,1,2,2,1,112500.0,312682.5,33309.0,297000.0,5,7,2,2,2,0.010643000000000001,-14311,-334,-8401.0,-4248,1,1,1,2,3.0,2,2
1,2,2,1,0,119250.0,679500.0,28917.0,679500.0,4,7,5,6,2,0.008865999999999999,-19286,-1485,-7887.0,-2835,1,1,1,1,1.0,2,2
1,2,1,2,0,202500.0,675000.0,53329.5,675000.0,4,8,5,5,2,0.031329,-11375,-2311,-180.0,-2009,1,2,1,2,2.0,2,2
1,2,2,1,1,315000.0,1288350.0,37800.0,1125000.0,4,8,5,5,2,0.020713,-15581,-4940,-9520.0,-5239,1,2,1,2,3.0,3,2
1,2,2,1,0,157500.0,245619.0,12667.5,166500.0,4,7,2,4,2,0.022625,-17538,-7676,-774.0,-1082,1,2,1,1,1.0,2,2
2,2,2,1,1,112500.0,135000.0,6750.0,135000.0,4,7,2,6,2,0.020246,-13558,-4758,-6426.0,-4360,1,2,1,2,2.0,3,3
1,2,2,1,0,103500.0,239850.0,23494.5,225000.0,4,3,2,6,2,0.018634,-24729,365243,-4047.0,-4523,2,2,1,1,1.0,2,2
1,1,2,1,0,58500.0,187704.0,10903.5,148500.0,4,3,2,5,2,0.018029,-20215,365243,-3508.0,-3558,2,2,1,2,2.0,3,2
1,2,2,1,0,117000.0,269550.0,13095.0,225000.0,4,3,2,4,2,0.00702,-21861,365243,-830.0,-4830,2,2,1,1,1.0,2,2
1,2,2,2,1,225000.0,1325475.0,56290.5,1125000.0,4,7,5,5,1,0.002506,-15323,-5785,-5368.0,-3602,1,2,1,2,3.0,2,2
1,2,2,1,0,135000.0,263844.0,14440.5,189000.0,4,7,3,6,2,0.020713,-16807,-1094,-8184.0,-339,1,2,1,1,1.0,3,2
1,1,1,2,0,162000.0,263686.5,24781.5,238500.0,4,8,5,5,2,0.022625,-13972,-4472,-464.0,-4529,1,2,1,1,2.0,2,2
1,2,2,1,0,112500.0,544491.0,17563.5,454500.0,4,7,5,6,2,0.030755,-21819,-8355,-8440.0,-4474,1,2,1,2,1.0,2,2
1,2,2,2,0,111915.0,225000.0,21037.5,225000.0,4,8,2,4,6,0.018801,-7989,-150,-2570.0,-646,1,1,1,2,1.0,2,2
1,2,1,2,0,225000.0,296280.0,15124.5,225000.0,4,8,2,6,2,0.020246,-17879,-940,-2294.0,-1441,1,1,1,2,1.0,3,3
2,2,2,1,2,157500.0,315000.0,15750.0,315000.0,4,7,5,2,2,0.020246,-12805,-5258,-3262.0,-3884,1,2,1,1,4.0,3,3
1,1,1,1,0,90000.0,336150.0,9373.5,202500.0,4,8,5,4,2,0.030755,-10887,-341,-5333.0,-2828,1,2,1,2,1.0,2,2
1,2,1,1,0,164250.0,755190.0,32125.5,675000.0,4,7,5,5,2,0.018029,-11568,-2331,-1082.0,-824,1,2,1,2,2.0,3,3
1,2,2,2,2,157500.0,497520.0,28692.0,450000.0,4,7,2,5,2,0.0038130000000000004,-12019,-1148,-682.0,-2588,1,2,1,2,4.0,2,2
1,1,1,1,1,135000.0,531000.0,32616.0,531000.0,4,7,2,5,2,0.028663,-13116,-1786,-7237.0,-3168,1,2,1,2,3.0,2,2
1,2,2,1,0,112500.0,269550.0,18891.0,225000.0,4,7,2,5,2,0.022625,-20858,-472,-8167.0,-4411,1,2,1,2,2.0,2,2
